Действующий;Тип;Название;Город;Индекс;"Индекс RU";"Код страны";Страна;КТА;Превышение;Принадлежность;Международный;Email;Web-сайт;Примечание
Недействующий;Вертодром;Горелово;;H165;Х165;UU-RUSSIA;Россия;"N58.23545° E038.11667°";104;АОН;;;;
Действующий;Аэродром;Горелое;Тамбов;XUON;ЬУОН;UU-RUSSIA;Россия;"N52.95693° E041.47223°";126;ДОСААФ;;;http://www.tambovsky.ru/;"Оператор: Тамбовский областной АСК ДОСААФ России. Нкр.=(200-300)м."
Недействующий;Аэродром;Горин;;ZC34;ЗЦ34;UU-RUSSIA;Россия;"N51.17193° E136.63487°";114;МО;;;;"ВПП покрыта растительностью. Посадка невозможна."
Действующий;Аэродром;Горицы;;ZB1W;ЗБ1В;UU-RUSSIA;Россия;"N57.17303° E036.70893°";150;АОН;;;;"Оператор: субъект АОН физическое лицо. ГВПП имеет дневную маркировку (входные призмы). Координаты КТА и порогов ВПП нуждаются в уточнении. "
Недействующий;Аэродром;Горка;;ULKG;УЛКГ;UU-RUSSIA;Россия;"N62.66110° E046.12208°";136;ГА;;;;"Архангельская область, Россия. Магнитное склонение +15.6, Нкр.=(100-400)м, ОПРС: 855-""РВ"", до 12т."
Недействующий;Вертодром;Горка;;H166;Х166;UU-RUSSIA;Россия;"N54.50478° E022.23047°";94;;;;;
Действующий;Аэродром;Горка;;UHAG;УХАГ;UU-RUSSIA;Россия;"N64.80125° E177.58580°";125;ГА;;;;"Бывший аэродром местных воздушных линий. В н.в. ГВПП перепахана колеями и полностью не пригодна для посадки самолетов."
Действующий;Вертодром;Горка;;UUCK;УУЦК;UU-RUSSIA;Россия;"N55.73862° E037.00270°";135;ГА;;gorka@gorka.aero;www.gorka.aero;"Оператор: ООО ""АВИАПАРК"" . Имеет статус вертодрома со свидетельством о регистрации. Перрон используется для посадки/взлета. Маркирован по стандарту. Зарегистрирован в МТУ ВТ ЦР ФАВТ 08 авг 2016 за №ЦП2-458 как ВЕРТОДРОМ.
"
Недействующий;Вертодром;Горка-3;;HA1Q;ХА1Я;UU-RUSSIA;Россия;"N71.17467° E066.87217°";22;;;;;"XXXX [KHARASAVEY] (FA VT) 30x30 BET +27.9 (100) MI-8 MI-6 ""V'YUN-VYSHKA""-122.2"
Недействующий;Вертодром;Горка-4;;HA1R;ХА1Р;UU-RUSSIA;Россия;"N71.17300° E066.86612°";22;;;;;"XXXX [KHARASAVEY] (FA VT) 20x20 BET 350...240 +27.9 (100) MI-8 MI-6 ""V'YUN-VYSHKA""-122.2"
Недействующий;Аэродром;Горки;;ZA3W;ЗА3В;UU-RUSSIA;Россия;"N57.90507° E029.39210°";68;ГА;;;;"Площадка АХР. Фото 02.07.2011: http://fotki.yandex.ru/users/vulkan-avia/album/120964/"
Действующий;Вертодром;Горки;;HA99;ХА99;UU-RUSSIA;Россия;"N65.05898° E065.27837°";38;ГА;;;;"Оператор: нет данных."
Недействующий;Аэродром;Горки;;ZE2M;ЗЕ2М;UM-RUSS/BELRS;Беларусь;"N54.29980° E030.94560°";197;ГА;;;;"Площадка АХР."
Действующий;Вертодром;"Горки Рогачевские";;H105;Х105;UU-RUSSIA;Россия;"N56.20302° E037.32575°";226;МО;;;;"2 ПП (15х15м) - разлетные, 1 ВП - стояночная. Действительный индекс ""ЬУЩР"" (нетранслитерируемый)."
Действующий;Вертодром;Горки-10;;HD3Q;ХД3Я;UU-RUSSIA;Россия;"N55.71323° E037.03325°";145;ГА;;GORK1105@mail.ru;;"Оператор: ООО «Усадьба 21 век».  Маркирована буквой ""Н"". Круглой формы D=15м."
Действующий;Вертодром;Горки-9;;UUWU;УУВУ;UU-RUSSIA;Россия;"N55.72752° E037.13010°";138;ФСБ;;;;"Оператор: ФСО России. Структурно входит в границы запретных зон UUP52 (GND-UNL) и UUP63 (GND-UNL)."
Недействующий;Аэродром;Горлово;;ZF2A;ЗФ2А;UU-RUSSIA;Россия;"N53.83277° E039.10090°";190;ГА;;;;"Бывшая площадка АХР."
Недействующий;Вертодром;"Горная Карусель";Эсто-Садок;HCB4;ХЦБ4;UU-RUSSIA;Россия;"N43.68350° E040.25793°";515;ГА;;pds@panh.ru;www.panh.ru;"Горный. Оператор: ОАО ""КРАСНАЯ ПОЛЯНА""."
Действующий;Аэродром;Горно-Алтайск;;UNBG;УНБГ;UU-RUSSIA;Россия;"N51.96917° E085.83652°";294;ГА;;info@altai.aero.ru;altai.aero.ru;"Эксплуатант: ОАО ""Аэропорт Горно-Алтайск""."
Действующий;Вертодром;Горнозаводск;;HCU0;ХЦУ0;UU-RUSSIA;Россия;"N58.36712° E058.33570°";266;ГА;;;;"Используется санавиацией."
Действующий;Вертодром;"Горнозаводск (1)";;HCT9;ХЦТ9;UU-RUSSIA;Россия;"N58.35500° E058.43500°";346;ГА;;;;"Пермский Край, Россия. Горный. ООО «Газпром-трансгаз  Чайковский»."
Действующий;Вертодром;Горноправдинск;;USHP;УСХП;UU-RUSSIA;Россия;"N60.06315° E069.90318°";33;ГА;;;;"Оператор: нет данных. Насчитывает 5 ПП различных размеров."
Действующий;Вертодром;Горнореченск;;HA98;ХА98;UU-RUSSIA;Россия;"N61.78657° E067.58395°";45;ГА;;;;"Оператор: нет данных."
Недействующий;Аэродром;Горный;;UWSG;УВСГ;UU-RUSSIA;Россия;"N51.74932° E048.63380°";113;ГА;;;;"Бывший аэродром местных воздушных линий. До 1992 года сюда выполнялись пассажирские рейсы из Саратова на самолётах Л-410. "
Действующий;Аэродром;Горный;;UHBX;УХБЬ;UU-RUSSIA;Россия;"N54.65345° E128.45588°";421;ГА;;;;Горный.
Недействующий;Вертодром;Горный;;HE9G;ХЕ9Г;UR-RUSS/KZKST;Казахстан;"N45.96509° E063.20172°";104;МО;;;;
Действующий;Вертодром;Горный;;HAM0;ХАМ0;UU-RUSSIA;Россия;"N61.54672° E071.17758°";64;ГА;;;;"Оператор: нет данных."
Недействующий;Аэродром;Горный;;ZEB5;ЗЕБ5;UU-RUSSIA;Россия;"N61.55073° E071.15585°";71;ГА;;;;"Для посадки самолетов не пригоден."
Действующий;Аэродром;Горный;Тура;UNIT;УНИТ;UU-RUSSIA;Россия;"N64.33390° E100.43240°";614;ГА;;;;"Горный. ВС до 27 т."
Действующий;Вертодром;"Горный (Площадка 16)";;HFN0;ХФН0;UU-RUSSIA;Россия;"N62.95557° E040.69795°";95;МО;;;;"Оператор: космодром ""Плесецк""."
Недействующий;Вертодром;"Горный Хаманел";;HA97;ХА97;UU-RUSSIA;Россия;"N66.76580° E070.70012°";12;;;;;
Недействующий;Вертодром;"Горный Шит";;H569;Х569;UU-RUSSIA;Россия;"N56.70833° E063.49995°";;;;;;
Действующий;Вертодром;Горняк;;HD2U;ХД2У;UU-RUSSIA;Россия;"N50.97067° E081.50900°";300;ГА;;;;"Расположен в приграничной полосе."
Действующий;Вертодром;Горовидка;;ZD8Q;ЗД8Я;UU-RUSSIA;Россия;"N55.28105° E034.48887°";262;АОН;;;;"Оператор: физическое лицо. Оборудована огнями ночной маркировки (ЭССО)."
Недействующий;Аэродром;Городенка;;ZB47;ЗБ47;UK-UKRAINE;Украина;"N48.68347° E025.52437°";289;ГА;;;;"Бывший аэродром МВЛ-2."
Недействующий;Аэродром;Городец;;UWGD;УВГД;UU-RUSSIA;Россия;"N56.67172° E043.47745°";112;ГА;;;;
Недействующий;Вертодром;Городец;;HA1U;ХА1У;UU-RUSSIA;Россия;"N56.60925° E043.50535°";76;МО;;;;
Недействующий;Аэродром;Городец;;ZDT0;ЗДТ0;UM-RUSS/BELRS;Беларусь;"N52.94515° E030.36750°";115;ГА;;;;"Площадка АХР."
Недействующий;Аэродром;Городец;;ZF0P;ЗФ0П;UM-RUSS/BELRS;Беларусь;"N54.21505° E030.39455°";187;ГА;;;;"Бывшая площадка АХР."
Недействующий;Вертодром;"Городецкая Сирена";;HCK5;ХЦК5;UU-RUSSIA;Россия;"N67.72487° E040.88558°";36;ГА;;;;"Мурманская область, Россия. Магнитное склонение: +17.9° "
Недействующий;Аэродром;Городище;Брянск;ZA20;ЗА20;UU-RUSSIA;Россия;"N53.27128° E034.33198°";210;ГА;;;;"Старый городской закрытый аэропорт."
Недействующий;Аэродром;Городня;;UKRG;УКРГ;UK-UKRAINE;Украина;"N51.88433° E031.64465°";140;МО;;;;"Состояние ВПП не известно. Бывший учебный аэродром Черниговского ВВАУЛ. Эксплуатация прекращена в начале 90-х годов."
Недействующий;Аэродром;Городовиковск;;ZA3Y;ЗА3Ы;UU-RUSSIA;Россия;"N46.05845° E041.88667°";80;ГА;;;;
Недействующий;Аэродром;Городок;Чечерск;ZF07;ЗФ07;UM-RUSS/BELRS;Беларусь;"N52.92270° E030.84367°";139;ГА;;;;"Площадка АХР."
Недействующий;Аэродром;Городок;;ZD53;ЗД53;UM-RUSS/BELRS;Беларусь;"N55.49078° E029.95283°";185;ГА;;;;"Площадка АХР."
Недействующий;Вертодром;"Городок- ТАНК";Городок;HCR4;ХЦР4;UK-UKRAINE;Украина;"N49.79315° E023.71530°";;;;;;"Частный.  По согласованию с руководством компании ТАНК - ТРАНС"
Действующий;Вертодром;Городская;Красноярск;UNKX;УНКЬ;UU-RUSSIA;Россия;"N56.05287° E092.88798°";207;ГА;;;;
Действующий;Вертодром;Городская;Новосибирск;HE3X;ХЕ3Ь;UU-RUSSIA;Россия;"N55.08313° E082.90428°";161;АОН;;weltall@weltall.ru;;"Взлет/посадка выполняются по-вертолетному вне зоны ВВП  с учетом ограни-чительного сектора 080- 250."
